"Time","Accel","Gyro"
"0,000","0.0","0.3333333333333333"
"0,001","6.666665555555611E-4","0.33333316666668056"
"0,002","0.0013333324444446222","0.3333326666668889"
"0,003","0.00199999700000135","0.3333318333344583"
"0,004","0.0026666595555612446","0.3333306666702222"
"0,005","0.0033333194444618054","0.33332916667534723"
"0,006","0.0039999760000431995","0.3333273333513333"
"0,007","0.004666628555648928","0.33332516670001383"
"0,008","0.005333276444626489","0.3333226667235554"
"0,009","0.00599991900032805","0.3333198334244581"
"0,010","0.0066665555561111105","0.3333166668055551"
"0,011","0.007333185445339172","0.33331316687001306"
"0,012","0.007999808001382398","0.3333093336213319"
"0,013","0.00866642255761829","0.33330516706334495"
"0,014","0.009333028447432345","0.3333006672002187"
"0,015","0.009999625004218731","0.3332958340364531"
"0,016","0.010666211561380949","0.33329066757688114"
"0,017","0.01133278745233249","0.3332851678266694"
"0,018","0.011999352010497524","0.3332793347913176"
"0,019","0.01266590456931155","0.3332731684766588"
"0,020","0.01333244446222206","0.33326666888885925"
"0,021","0.01399897102268922","0.3332598360344186"
"0,022","0.014665483584186524","0.3332526699201697"
"0,023","0.015331981480201463","0.3332451705532787"
"0,024","0.015998464044236202","0.3332373379412448"
"0,025","0.01666493060980823","0.3332291720919009"
"0,026","0.01733138051045104","0.33322067301341257"
"0,027","0.017997813079714778","0.33321184071427895"
"0,028","0.01866422765116694","0.33320267520333247"
"0,029","0.019330623558393004","0.3331931764897385"
"0,030","0.019997000134997122","0.33318334458299587"
"0,031","0.02066335671460277","0.33317317949293634"
"0,032","0.021329692630853426","0.33316268122972514"
"0,033","0.021996007217413228","0.3331518498038604"
"0,034","0.022662299807967648","0.33314068522617374"
"0,035","0.023328569736224145","0.33312918750782955"
"0,036","0.023994816335912852","0.3331173566603256"
"0,037","0.024661038940787222","0.3331051926954927"
"0,038","0.025327236884624706","0.333092695625495"
"0,039","0.025993409501227416","0.33307986546282936"
"0,040","0.026659556124422792","0.33306670222032597"
"0,041","0.027325676088064268","0.3330532059111482"
"0,042","0.027991768726031926","0.3330393765487922"
"0,043","0.028657833372233196","0.3330252141470874"
"0,044","0.02932386936060348","0.3330107187201963"
"0,045","0.029989876025106846","0.33299589028261417"
"0,046","0.030655852699736686","0.33298072884916946"
"0,047","0.03132179871851638","0.33296523443502374"
"0,048","0.031987713415499976","0.3329494070556713"
"0,049","0.03265359612477281","0.3329332467269395"
"0,050","0.033319446180452246","0.3329167534649888"
"0,051","0.033985262916688276","0.3328999272863123"
"0,052","0.03465104566766422","0.33288276820773627"
"0,053","0.03531679376759739","0.33286527624641976"
"0,054","0.03598250655073973","0.3328474514198548"
"0,055","0.03664818335137852","0.3328292937458661"
"0,056","0.03731382350383701","0.3328108032426115"
"0,057","0.03797942634247511","0.3327919799285813"
"0,058","0.03864499120169002","0.3327728238225989"
"0,059","0.039310517415916964","0.3327533349438204"
"0,060","0.03997600431962976","0.33273351331173473"
"0,061","0.04064145124734157","0.33271335894616344"
"0,062","0.04130685753360552","0.332692871867261"
"0,063","0.04197222251301538","0.3326720520955143"
"0,064","0.04263754552020622","0.3326508996517433"
"0,065","0.043302825889855096","0.3326294145571004"
"0,066","0.04396806295668169","0.33260759683307056"
"0,067","0.04463325605544899","0.3325854465014717"
"0,068","0.04529840452096396","0.33256296358445403"
"0,069","0.045963507688078185","0.33254014810450044"
"0,070","0.04662856489168854","0.33251700008442653"
"0,071","0.047293575466737896","0.3324935195473802"
"0,072","0.04795853874821573","0.33246970651684205"
"0,073","0.04862345407115881","0.3324455610166251"
"0,074","0.049288320770651865","0.3324210830708748"
"0,075","0.04995313818182826","0.33239627270406913"
"0,076","0.05061790563987064","0.33237112994101853"
"0,077","0.05128262248001159","0.33234565480686556"
"0,078","0.051947288037534345","0.3323198473270856"
"0,079","0.052611901647773386","0.33229370752748594"
"0,080","0.053276462646115165","0.33226723543420644"
"0,081","0.05394097036799874","0.3322404310737192"
"0,082","0.05460542414891643","0.3322132944728286"
"0,083","0.055269823324414526","0.3321858256586712"
"0,084","0.055934167230093916","0.33215802465871586"
"0,085","0.05659845520161072","0.3321298915007635"
"0,086","0.057262686574677056","0.3321014262129473"
"0,087","0.05792686068506158","0.3320726288237326"
"0,088","0.058590976868590244","0.33204349936191674"
"0,089","0.05925503446114692","0.33201403785662914"
"0,090","0.059919032798674075","0.3319842443373314"
"0,091","0.06058297121717343","0.331954118833817"
"0,092","0.06124684905270661","0.3319236613762114"
"0,093","0.06191066564139585","0.3318928719949721"
"0,094","0.0625744203194246","0.33186175072088847"
"0,095","0.06323811242303824","0.33183029758508176"
"0,096","0.06390174128854474","0.3317985126190051"
"0,097","0.06456530625231527","0.3317663958544435"
"0,098","0.06522880665078493","0.33173394732351363"
"0,099","0.06589224182045338","0.3317011670586642"
"0,100","0.06655561109788548","0.3316680550926752"
"0,101","0.06721891381971205","0.33163461145865886"
"0,102","0.06788214932263038","0.3316008361900587"
"0,103","0.06854531694340507","0.33156672932064996"
"0,104","0.06920841601886851","0.3315322908845395"
"0,105","0.06987144588592172","0.3314975209161658"
"0,106","0.07053440588153485","0.3314624194502988"
"0,107","0.07119729534274798","0.33142698652204"
"0,108","0.0718601136066717","0.3313912221668223"
"0,109","0.07252286001048779","0.33135512642041004"
"0,110","0.07318553389144992","0.33131869931889896"
"0,111","0.07384813458688427","0.33128194089871615"
"0,112","0.07451066143419018","0.3312448511966201"
"0,113","0.07517311377084086","0.3312074302497004"
"0,114","0.07583549093438403","0.33116967809537806"
"0,115","0.0764977922624426","0.33113159477140525"
"0,116","0.07716001709271528","0.33109318031586527"
"0,117","0.07782216476297728","0.33105443476717256"
"0,118","0.07848423461108102","0.3310153581640727"
"0,119","0.07914622597495669","0.33097595054564216"
"0,120","0.07980813819261297","0.33093621195128875"
"0,121","0.08046997060213772","0.33089614242075094"
"0,122","0.08113172254169855","0.3308557419940983"
"0,123","0.08179339334954362","0.3308150107117312"
"0,124","0.08245498236400216","0.330773948614381"
"0,125","0.08311648892348518","0.33073255574310967"
"0,126","0.08377791236648623","0.3306908321393102"
"0,127","0.08443925203158188","0.3306487778447062"
"0,128","0.08510050725743255","0.33060639290135185"
"0,129","0.08576167738278305","0.33056367735163217"
"0,130","0.0864227617464633","0.33052063123826264"
"0,131","0.08708375968738902","0.3304772546042895"
"0,132","0.0877446705445623","0.33043354749308923"
"0,133","0.08840549365707234","0.3303895099483691"
"0,134","0.08906622836409611","0.3303451420141664"
"0,135","0.08972687400489893","0.3303004437348493"
"0,136","0.09038742991883524","0.33025541515511597"
"0,137","0.09104789544534914","0.33021005631999506"
"0,138","0.09170826992397518","0.33016436727484527"
"0,139","0.09236855269433895","0.3301183480653558"
